category,amt,gender,city,state,city_pop,job,is_fraud,hour,age,is_night_transaction,transaction_speed,distance_to_merchant
kids_pets,6.06,M,Deadwood,SD,1979,Multimedia programmer,1,23,50,1,-21871770.0,58.69589961241945
misc_net,24.84,M,Washoe Valley,NV,4290,Animal nutritionist,0,5,30,1,10042723.0,84.8458416586478
grocery_pos,288.67,M,Ruckersville,VA,9815,"Designer, ceramics/pottery",1,2,44,1,23318869.0,84.73962680121092
shopping_net,1058.8,F,Daniels,WV,3994,"Biochemist, clinical",1,22,83,1,4479698.0,89.09460099579454
entertainment,89.6,F,Battle Creek,IA,1075,"Teacher, early years/pre",0,12,23,0,-122379.0,78.47169076492293
personal_care,26.54,F,Old Hickory,TN,22191,Prison officer,1,23,25,1,-16204039.0,33.18118906001098
grocery_pos,310.23,M,Newton,NH,4603,"Therapist, music",1,1,67,1,-252665.0,104.37277765631825
misc_net,893.18,M,Huntsville,AL,190178,Television production assistant,1,3,47,1,8473774.0,102.20377335163354
shopping_net,928.15,F,Holstein,NE,331,Telecommunications researcher,1,12,69,0,12734461.0,101.78252464629176
gas_transport,18.96,F,Clarksville,MO,1146,Exercise physiologist,1,0,91,1,-6695639.0,70.41700124716608
shopping_pos,865.48,M,Collegeville,MN,1536,Farm manager,1,23,39,1,-21690359.0,61.010843899061676
entertainment,385.65,M,Stoneham,MA,21437,Artist,1,22,56,1,30322960.0,34.84711844186317
grocery_pos,109.98,M,Nelson,NE,732,Television/film/video producer,0,5,63,1,-34968738.0,109.42154795159635
shopping_pos,951.68,M,Huntsville,AL,190178,"Engineer, automotive",1,23,61,1,-6070188.0,116.98178783601992
gas_transport,8.62,M,Birmingham,AL,493806,Musician,1,2,39,1,5196182.0,94.66837296846288
health_fitness,36.94,F,Armagh,PA,922,Early years teacher,0,22,47,1,24867642.0,104.01294723440196
shopping_pos,6.73,M,Ruckersville,VA,9815,"Designer, ceramics/pottery",0,23,44,1,-11747699.0,110.03210278439524
gas_transport,7.42,M,Oak Hill,NY,277,Glass blower/designer,1,1,48,1,-22195563.0,124.02674948714595
shopping_pos,1224.1,F,Pembroke Township,IL,2135,"Psychotherapist, child",1,22,16,1,9233518.0,132.95740501232095
food_dining,120.91,M,Paulding,OH,6284,Secondary school teacher,1,23,84,1,7780399.0,82.09963970278187
health_fitness,73.93,M,Winfield,WV,5512,Exhibition designer,0,22,40,1,-13913186.0,67.28059735428901
shopping_pos,182.26,F,West Sayville,NY,4056,Film/video editor,0,16,30,0,28489481.0,66.13215740765567
entertainment,11.85,M,Newark Valley,NY,4354,Further education lecturer,0,13,26,0,-24721173.0,93.61345463957859
grocery_pos,319.09,F,Gardiner,OR,260,"Engineer, maintenance",1,1,63,1,27517473.0,38.97695972917442
grocery_pos,318.94,M,Scarborough,ME,18760,Make,1,23,87,1,10189682.0,89.97980119450611
shopping_net,884.08,M,Fiddletown,CA,832,Immigration officer,1,22,33,1,-22553585.0,56.39915200082623
gas_transport,13.93,M,Mount Saint Joseph,OH,177,Exhibition designer,1,3,46,1,13582568.0,111.9399159556874
grocery_pos,319.37,F,Edisto Island,SC,2408,"Sales professional, IT",1,7,22,0,-35152291.0,78.2857040590028
gas_transport,19.54,M,Mallie,KY,798,Facilities manager,1,1,94,1,36610653.0,74.57324961181737
health_fitness,18.2,F,Utica,MO,271,Land/geomatics surveyor,1,23,48,1,-30765646.0,88.45268056809432
misc_net,792.33,F,Altona,NY,2148,"Surveyor, land/geomatics",1,22,67,1,21426125.0,42.68841157654932
gas_transport,59.84,M,Boonton,NJ,15269,"Psychologist, sport and exercise",0,8,26,0,-20356602.0,58.360865921573115
shopping_net,894.3,M,Saint Bonaventure,NY,1453,Toxicologist,1,22,46,1,31242642.0,96.60002297304257
grocery_pos,98.17,F,Mulberry Grove,IL,1810,Race relations officer,0,11,45,0,-6089176.0,30.56115276887371
shopping_pos,717.37,F,White Sulphur Springs,WV,5216,Community development worker,1,11,26,0,-10797111.0,127.58708181499459
shopping_pos,4.42,M,Milwaukee,WI,817312,"Accountant, chartered public finance",0,20,16,0,7633367.0,15.751667152061653
home,186.32,F,Gregory,AR,37,"Lecturer, further education",0,12,62,0,1612924.0,90.24968302882878
shopping_pos,9.97,F,Shenandoah Junction,WV,1925,Systems developer,0,11,54,0,9068681.0,24.00177867426118
food_dining,53.61,M,Paulding,OH,6284,Secondary school teacher,0,0,84,1,-9804456.0,70.64317044530411
shopping_net,1000.47,M,New Holstein,WI,5196,Child psychotherapist,1,18,42,0,-21966818.0,77.85709191809586
gas_transport,58.61,F,Fordoche,LA,1178,Community education officer,0,11,69,0,29955820.0,102.29469773774294
kids_pets,52.75,M,Utica,KS,269,Product/process development scientist,0,13,57,0,-23233644.0,109.27393662102816
home,283.75,F,Whaleyville,MD,718,Regulatory affairs officer,1,23,35,1,-2035403.0,18.92241587269763
shopping_net,997.0,M,Omaha,NE,518429,"Surveyor, land/geomatics",1,22,24,1,9500325.0,78.69332947283041
shopping_net,1080.47,F,Hahira,GA,10295,"Teacher, special educational needs",1,22,22,1,-15641704.0,116.41457235342219
kids_pets,15.91,M,Parkers Lake,KY,1565,"Designer, industrial/product",0,19,51,0,27119045.0,84.34845046207256
shopping_net,1005.31,M,San Diego,CA,1241364,Comptroller,1,22,32,1,-32559990.0,77.01383627405824
shopping_net,960.22,F,Bruce,MS,4046,Warehouse manager,1,21,55,0,37492107.0,106.4853479454695
shopping_net,1042.58,F,Mifflin,PA,1909,Mining engineer,1,23,65,1,-23147403.0,65.67202151334918
gas_transport,9.84,M,Summerfield,NC,14075,"Buyer, industrial",1,3,91,1,21614709.0,94.7216825617115
home,72.03,M,Port Charlotte,FL,79008,Quantity surveyor,0,15,35,0,-17494857.0,46.97582783674388
grocery_pos,289.04,M,Warren,MI,134056,"Doctor, hospital",1,0,40,1,-16728913.0,82.81389302611463
misc_pos,72.34,F,Darien,GA,5989,Tax adviser,0,8,53,0,25429896.0,118.78512791022689
grocery_pos,316.09,F,Hampton,VA,136895,Accounting technician,1,3,80,1,-28011051.0,102.33268793985161
home,37.1,F,New Memphis,IL,254,Magazine journalist,0,14,68,0,22588290.0,90.48118979303192
misc_net,760.18,M,Orr,MN,1680,Horticultural therapist,1,22,43,1,3916350.0,80.25644239964853
misc_net,722.92,F,Downsville,NY,1228,"Psychotherapist, child",1,3,30,1,-27455733.0,47.45337787017264
entertainment,595.07,M,Nelson,NE,732,Television/film/video producer,1,23,63,1,24005665.0,79.42457170968734
food_dining,60.0,F,Walnut Ridge,AR,7155,"Engineer, control and instrumentation",0,18,43,0,-5202378.0,33.18459315744122
shopping_net,885.19,F,Brantley,AL,2566,Exercise physiologist,1,19,62,0,-10971819.0,87.8893611487849
shopping_net,1202.36,F,Hinesburg,VT,4542,Claims inspector/assessor,1,22,22,1,26020353.0,84.68888131578294
misc_net,648.73,M,Sacramento,CA,757530,Soil scientist,1,22,53,1,4922540.0,127.2922968772174
shopping_pos,755.73,F,Thomas,WV,836,Forensic psychologist,1,3,38,1,6497405.0,71.45765028097205
shopping_pos,1172.01,M,Waukau,WI,149,"Engineer, building services",1,22,20,1,-43734052.0,112.9569990285161
shopping_net,899.48,M,Freeport,ME,7879,"Nurse, children's",1,22,70,1,43802905.0,16.731217170136752
shopping_pos,915.54,M,East Troy,WI,9679,"Engineer, production",1,23,29,1,-29975469.0,46.721611017936794
shopping_net,983.28,M,Ashfield,MA,1506,"Production assistant, radio",1,22,60,1,9498278.0,34.08646081611634
food_dining,117.75,F,Hurley,SD,811,Neurosurgeon,1,22,48,1,7690600.0,32.3114388866709
grocery_pos,260.11,M,Broomfield,CO,92337,"Engineer, electronics",1,22,52,1,10542319.0,35.20836733368194
misc_pos,940.87,F,Vanderbilt,PA,2303,Physiotherapist,1,6,32,1,-13018084.0,102.6488958040066
entertainment,48.15,F,Moscow,IA,533,Chief Technology Officer,0,16,30,0,-17159471.0,85.88992185278421
misc_net,401.33,F,Colorado Springs,CO,525713,Museum/gallery exhibitions officer,0,6,28,1,14826668.0,49.58993333688561
grocery_pos,191.59,F,Manistique,MI,6469,Trade mark attorney,0,0,41,1,-14363837.0,99.14898933227423
misc_pos,8.86,M,Bristow,IN,965,Horticultural therapist,1,22,38,1,24183725.0,72.31939142120652
grocery_pos,262.35,M,Winfield,WV,5512,Exhibition designer,1,2,40,1,-2576805.0,69.91674078055193
grocery_pos,363.09,F,Mc Clellandtown,PA,2379,"Sales professional, IT",1,0,49,1,-21176242.0,73.00996763319188
grocery_pos,297.94,M,Montandon,PA,645,Orthoptist,1,22,46,1,3709402.0,63.58251161949747
misc_net,754.99,F,Orange Park,FL,98816,Industrial buyer,1,17,71,0,3782882.0,64.82771874439902
home,271.35,F,Altonah,UT,302,"Sales professional, IT",1,22,30,1,24470115.0,103.22129592694698
misc_net,7.7,M,Dallas,TX,1263321,"Designer, interior/spatial",0,1,67,1,-42154543.0,8.479420672904517
grocery_pos,109.46,F,Westfir,OR,597,Forensic psychologist,0,2,59,1,-3797029.0,80.22691785611836
grocery_pos,106.73,M,Nazareth,TX,686,Petroleum engineer,0,9,39,0,26031353.0,47.41974860217596
shopping_pos,942.89,M,Clinton,IN,10085,Hospital doctor,1,23,55,1,-20081664.0,84.95505549654517
kids_pets,58.54,M,Kensington,MD,19054,Operations geologist,0,12,43,0,39792786.0,109.53046041924684
home,191.94,F,Laguna Hills,CA,45303,Sales executive,0,12,50,0,-29289696.0,97.84982116722844
shopping_pos,5.09,F,Lowville,NY,8830,Theme park manager,0,21,29,0,24827709.0,48.530720479842756
shopping_net,1169.82,M,Fayetteville,NC,238602,"Scientist, research (maths)",1,22,27,1,-40517630.0,93.93280318820581
home,83.96,F,Red River,NM,606,"Surveyor, land/geomatics",0,19,31,0,43708699.0,8.494420579180641
gas_transport,76.87,F,Elberta,MI,372,"Exhibitions officer, museum/gallery",0,2,24,1,-30044152.0,106.53299633758557
misc_net,805.96,M,Louisiana,MO,4593,"Teacher, early years/pre",1,23,79,1,27206245.0,87.63666040055222
gas_transport,74.53,M,Utica,KS,269,Product/process development scientist,0,8,57,0,-36945862.0,81.07279174123165
gas_transport,35.06,M,Mount Hope,AL,1312,"Librarian, academic",0,8,65,0,37668102.0,116.28864071481965
misc_net,8.54,F,Mifflin,PA,1909,Mining engineer,0,7,65,0,-21687749.0,103.50545518374464
misc_pos,1.98,F,Hahira,GA,10295,"Teacher, special educational needs",0,16,22,0,1243174.0,92.72775738240095
gas_transport,9.05,F,Mulberry Grove,IL,1810,Race relations officer,1,0,45,1,-9736437.0,72.84827056101723
misc_net,952.71,M,Weeping Water,NE,1517,Dealer,1,23,68,1,23412497.0,21.36024660517994
shopping_net,5.97,M,Marienville,PA,4172,"Copywriter, advertising",0,3,58,1,-1713950.0,93.32046576249006
shopping_pos,6.3,F,Munith,MI,2523,Geophysicist/field seismologist,0,17,32,0,-22932049.0,59.19100505549035
grocery_net,93.0,F,Stayton,OR,9587,"Engineer, biomedical",0,10,52,0,1528192.0,86.69879999695478
home,65.49,M,Pembroke,NC,14783,Hospital doctor,0,21,64,0,33477753.0,64.86838512615245
misc_pos,5.86,F,Hinesburg,VT,4542,Claims inspector/assessor,0,23,22,1,-43452790.0,67.10520385103415
misc_pos,8.27,M,Chester,MD,5848,Paediatric nurse,1,22,39,1,18572822.0,95.82067917992389
entertainment,472.51,M,Thornville,OH,9051,Audiological scientist,1,23,37,1,12444083.0,64.82386270345359
misc_pos,150.57,F,Lebanon,VA,9521,"Teacher, English as a foreign language",0,10,42,0,-9897165.0,56.27102710623405
shopping_net,2.53,M,Glade Spring,VA,5657,Clinical psychologist,0,18,33,0,8841639.0,111.48349784188468
misc_net,4.3,M,Belmond,IA,3032,Community pharmacist,0,8,55,0,-21461244.0,63.88156158561414
grocery_pos,290.9,F,New Waverly,TX,4993,"Scientist, biomedical",1,22,71,1,12146836.0,98.09005085008754
entertainment,1.27,M,Scarborough,ME,18760,Make,0,6,87,1,1151900.0,126.7172934829823
grocery_pos,313.72,M,Tekoa,WA,895,Clothing/textile technologist,1,0,21,1,-5466669.0,62.33758506906848
gas_transport,18.41,M,Sardis,AL,800,Learning disability nurse,1,0,87,1,-10452728.0,43.21900175676006
gas_transport,64.38,F,Karnack,TX,2807,Chiropodist,0,5,89,1,4857618.0,78.9479507472321
travel,8.98,F,Irvine,KY,13061,"Editor, magazine features",0,15,61,0,-5494715.0,93.0536621079524
shopping_net,941.57,M,Marshall,WI,6063,Risk analyst,1,14,60,0,25396405.0,36.221888222969234
personal_care,72.37,M,Williams,IN,1735,Financial adviser,0,18,30,0,-20200777.0,52.03079737569925
kids_pets,39.22,M,Cleveland,AL,3996,Aid worker,0,18,43,0,17191306.0,77.48993974562671
grocery_pos,294.94,M,East Troy,WI,9679,"Engineer, production",1,2,29,1,-14657935.0,56.29972076460643
gas_transport,6.94,F,Gibsonville,NC,12486,Arboriculturist,1,2,86,1,-4059850.0,48.56134413840237
kids_pets,13.49,M,Saint Petersburg,FL,341043,"Engineer, land",0,22,31,1,-6580609.0,74.93041072049414
shopping_pos,864.7,M,Rockwood,PA,3684,General practice doctor,1,22,44,1,19523521.0,108.9087915926217
grocery_pos,300.08,F,Tiptonville,TN,5577,Geochemist,1,3,55,1,-20628703.0,86.105806970167
gas_transport,10.94,M,Edinburg,VA,6018,"Designer, multimedia",1,0,72,1,18479088.0,92.98042251968997
personal_care,9.15,F,Scotland,MD,313,Insurance underwriter,0,23,44,1,8807086.0,113.72999556506772
misc_net,375.1,F,Ashford,WA,759,Video editor,0,3,63,1,-26163581.0,72.53852656698729
shopping_net,1166.02,M,Brashear,MO,805,Private music teacher,1,22,50,1,25642447.0,92.0209340769599
shopping_pos,891.85,F,Esbon,KS,242,Tourism officer,1,3,32,1,14361393.0,129.0958597900493
shopping_pos,1.93,F,New Goshen,IN,205,"Engineer, mining",0,2,60,1,-19963758.0,52.87513640642926
grocery_pos,283.02,F,Tulsa,OK,413574,Bookseller,1,0,52,1,10534591.0,50.836401676528865
shopping_net,1058.01,M,San Diego,CA,1241364,Comptroller,1,23,32,1,-33442009.0,60.364336853445714
personal_care,26.68,M,South Londonderry,VT,828,Scientific laboratory technician,0,20,62,0,22626280.0,44.65801912607668
misc_net,4.45,F,Falls Church,VA,116155,Chartered accountant,0,0,36,1,447753.0,28.686094128014165
misc_net,885.8,M,San Antonio,TX,1595797,Exhibition designer,1,23,44,1,6389277.0,120.60163719765231
kids_pets,84.33,M,Schaumburg,IL,92294,Claims inspector/assessor,0,21,51,0,-16510763.0,65.71075164082423
shopping_net,906.07,M,Hawthorne,CA,93193,"Editor, magazine features",1,22,25,1,6053566.0,101.99127496053137
shopping_net,1021.55,M,Amsterdam,OH,2208,Mental health nurse,1,23,58,1,-5784917.0,123.83082036403958
food_dining,92.73,F,West Monroe,LA,54185,"Radiographer, diagnostic",0,17,27,0,1271828.0,71.94591446427759
travel,2.0,M,Pittsburgh,PA,687276,"Scientist, marine",0,18,46,0,-1808898.0,13.677056608648474
grocery_pos,285.71,F,Streator,IL,20133,Aeronautical engineer,1,15,84,0,26513885.0,82.79466265553184
gas_transport,76.48,F,Rocky Mount,MO,1847,Tax inspector,0,3,31,1,-23457373.0,75.71191015284916
shopping_net,917.79,F,Skytop,PA,104,Financial trader,1,22,92,1,13374273.0,136.90210914557926
grocery_pos,298.64,F,Tulsa,OK,413574,Quantity surveyor,1,3,89,1,6929915.0,82.14649957365238
grocery_pos,353.39,F,Holcomb,KS,2691,Arboriculturist,1,0,26,1,-33449754.0,106.9989953682269
shopping_pos,1008.16,F,Claypool,IN,3631,Sales promotion account executive,1,14,57,0,1521849.0,66.10079384540234
grocery_pos,286.56,M,Cross,SC,4471,Occupational hygienist,1,8,46,0,36264262.0,77.26052897067736
gas_transport,58.7,F,Arcadia,SC,530,Animal technologist,0,10,31,0,-5868498.0,39.309002560724664
home,10.04,F,Esbon,KS,242,Tourism officer,0,23,32,1,-17578518.0,79.83825784105093
shopping_net,1018.93,F,Whaleyville,MD,718,Regulatory affairs officer,1,1,35,1,-5346668.0,60.219853563270476
travel,1.47,M,Lawrence,MA,76383,Geoscientist,0,15,35,0,32361106.0,102.5721163052064
travel,531.4,M,Acworth,NH,477,Naval architect,0,18,32,0,-37228240.0,105.50227937147872
shopping_pos,137.76,M,Tuscarora,MD,100,"Production assistant, television",0,6,40,1,11451527.0,101.5095219877787
health_fitness,20.1,F,North Prairie,WI,2328,Applications developer,0,23,78,1,4812134.0,46.3732061903927
kids_pets,18.79,F,Moravian Falls,NC,3495,"Psychologist, counselling",0,22,32,1,11572207.0,38.03043529901381
grocery_pos,104.88,F,Thomas,OK,1675,Barrister,0,10,34,0,-23023779.0,107.58132425380109
gas_transport,7.43,F,Jelm,WY,100,Public librarian,1,3,46,1,2135739.0,53.134732651567425
shopping_net,30.69,F,Greendale,WI,13973,Logistics and distribution manager,0,23,39,1,-4164150.0,69.23438036916934
food_dining,44.85,F,Keisterville,PA,184,Systems developer,0,13,74,0,31933110.0,69.8941908419457
shopping_net,63.93,F,Sebring,FL,50835,Environmental consultant,0,23,34,1,-34179640.0,108.58175795364835
shopping_net,1167.88,F,Ridge Spring,SC,3164,Field trials officer,1,21,59,0,10879741.0,88.26765942694381
grocery_pos,305.05,M,Brookfield,WI,41111,Fitness centre manager,1,3,79,1,21967645.0,79.38546808601802
shopping_pos,149.5,M,Premier,WV,337,Advice worker,0,0,33,1,-13489992.0,85.80966741248695
grocery_pos,324.94,F,Tyler,TX,144160,Sports development officer,1,3,36,1,-14415778.0,57.17162902711642
gas_transport,54.52,F,Rocky Mount,MO,1847,Tax inspector,0,7,31,0,28957360.0,65.45830456430286
misc_net,843.99,M,Moulton,IA,1132,Probation officer,1,23,59,1,-33119638.0,99.5355746105855
shopping_net,1048.18,M,Union,WV,2443,Chartered public finance accountant,1,22,78,1,18916643.0,90.4631570997586
home,4.04,F,New York City,NY,1577385,Audiological scientist,0,22,62,1,7604897.0,103.21730750276265
shopping_pos,940.02,F,Dongola,IL,2263,Scientific laboratory technician,1,1,35,1,-7076766.0,73.21053653353509
gas_transport,55.34,F,Winger,MN,516,Applications developer,0,5,54,1,9521862.0,107.03847828915652
shopping_pos,5.78,M,Kingsville,MD,5451,Science writer,0,0,58,1,-21448185.0,51.85230697892683
grocery_pos,106.68,F,Ratcliff,TX,43,"Engineer, production",0,9,70,0,22930800.0,92.5734009438624
grocery_pos,281.13,M,West Hartford,VT,140,"Development worker, community",1,0,30,1,3594328.0,64.0082795064053
gas_transport,54.02,M,Romulus,MI,31515,Police officer,0,11,48,0,-6784025.0,98.07761885889362
grocery_pos,281.7,M,Washington,DC,601723,"Psychotherapist, child",1,2,29,1,-10228813.0,120.41929898128156
shopping_net,1175.82,M,Dadeville,AL,8269,Minerals surveyor,1,22,43,1,15623788.0,54.160783310755285
grocery_pos,70.25,F,Blackville,SC,4913,Technical brewer,0,4,53,1,3306516.0,88.84322562997401
shopping_net,907.95,M,West Bethel,ME,47,Chief Operating Officer,1,23,69,1,-41579124.0,68.20975855358425
entertainment,6.74,F,Sturgis,MS,1923,Medical physicist,0,12,60,0,-2975475.0,57.50557914935865
shopping_pos,9.83,M,Utica,KS,269,Product/process development scientist,0,9,57,0,24957170.0,92.43724569218018
shopping_pos,4.89,F,Coleman,TX,5908,Radio producer,0,3,58,1,-8228353.0,101.12785934638855
entertainment,7.59,F,Whigham,GA,3430,"Editor, commissioning",0,9,70,0,-8876347.0,38.833988780053986
grocery_pos,299.87,M,Pueblo,CO,151815,Further education lecturer,1,1,32,1,1783306.0,76.724331249946
personal_care,21.14,F,Napa,CA,94014,Airline pilot,0,21,34,0,34545513.0,87.13046885241724
home,266.28,F,Bauxite,AR,4074,"Scientist, audiological",1,22,44,1,-25308702.0,70.2709319572477
shopping_pos,4.91,F,Westerville,NE,73,Product designer,0,10,85,0,9114305.0,42.651910045080385
grocery_pos,142.51,M,Belfast,NY,1766,Mechanical engineer,0,8,58,0,8025553.0,56.739617161812724
shopping_net,2.56,F,Grassflat,PA,489,Pension scheme manager,0,6,63,1,7079725.0,89.61487883199771
grocery_pos,302.05,F,Battle Creek,IA,1075,"Teacher, early years/pre",1,1,23,1,-40194675.0,66.38133396333234
travel,7.46,M,Pittsburgh,PA,687276,"Scientist, marine",0,16,46,0,-31234.0,75.13023112919353
gas_transport,56.72,M,Heiskell,TN,4729,"Geologist, wellsite",0,7,38,0,9469727.0,65.53456726906578
kids_pets,22.71,F,Mill Creek,PA,1334,Archaeologist,1,23,33,1,27619955.0,95.10248581009853
shopping_net,79.47,M,Varnell,GA,74,Pensions consultant,0,3,76,1,-30399772.0,101.9899660504334
shopping_net,980.76,M,Bristow,IN,965,Horticultural therapist,1,23,38,1,26771405.0,82.99512806794068
gas_transport,67.18,F,Allentown,PA,166081,"Scientist, research (maths)",0,6,21,1,-18207111.0,13.152603407827076
shopping_net,1033.92,F,Garrattsville,NY,165,Naval architect,1,22,74,1,-114686.0,60.498398311873906
kids_pets,55.65,M,Smithfield,IL,631,Futures trader,0,12,47,0,9988492.0,70.74891531557176
health_fitness,64.2,F,Kilgore,TX,24536,Multimedia programmer,0,18,36,0,-26765156.0,111.99104667868247
food_dining,100.98,F,Hurricane,WV,21902,Sub,0,13,39,0,415641.0,96.19766661041179
shopping_net,906.95,F,Grand Ridge,FL,3699,Art gallery manager,1,23,71,1,32002410.0,100.78062658321643
travel,1.07,M,Springfield Gardens,NY,38912,Production manager,0,21,58,0,-13741872.0,88.16158719051899
personal_care,53.14,F,Amanda,OH,4512,Farm manager,0,17,27,0,9489046.0,79.27506766114763
misc_net,106.83,F,Grover,NC,5621,Toxicologist,0,4,46,1,2458297.0,80.51527139179714
grocery_pos,273.06,M,Grantham,NH,2971,Charity fundraiser,1,8,72,0,-24006367.0,78.75441674180082
misc_net,918.23,M,Dieterich,IL,2092,"Psychologist, clinical",1,22,58,1,8863520.0,61.35575497763367
grocery_pos,369.32,F,Brunson,SC,1725,Social researcher,1,0,45,1,27485020.0,88.9594312067345
personal_care,18.34,F,Topeka,KS,163415,Secondary school teacher,1,22,15,1,-7697736.0,54.33378980711283
shopping_pos,870.55,M,Melville,NY,19803,Police officer,1,12,21,0,-17834826.0,35.631478867793334
grocery_pos,282.07,M,Omaha,NE,518429,"Surveyor, land/geomatics",1,3,24,1,2904659.0,70.09442442782486
misc_pos,5.76,M,Dadeville,AL,8269,Minerals surveyor,0,20,43,0,-14452725.0,90.23964746785649
grocery_pos,88.61,F,Oolitic,IN,1228,Counsellor,0,7,29,0,-1343875.0,54.962091503319975
misc_net,903.22,F,Garrattsville,NY,165,Naval architect,1,22,74,1,12235309.0,101.70864064684302
shopping_pos,8.5,M,Scarborough,ME,18760,Make,0,1,87,1,16601792.0,119.7597093435434
shopping_net,3.24,F,Valdosta,GA,94325,Educational psychologist,0,12,32,0,-13871587.0,85.55004532320542
shopping_net,51.19,M,Corriganville,MD,626,Energy engineer,0,0,59,1,7298929.0,99.09771338850221
gas_transport,11.76,F,Pleasant Hill,MO,12866,Information officer,1,0,74,1,-603087.0,51.912510568192104
entertainment,431.21,F,Phelps,NY,4431,Comptroller,1,23,94,1,-24368711.0,122.64323061974056
misc_pos,15.03,F,Joliet,IL,128354,"Teacher, secondary school",0,3,28,1,12627701.0,64.1373580501853
personal_care,21.46,F,Blooming Grove,TX,1563,Financial adviser,1,16,42,0,25449857.0,44.06538159645022
personal_care,18.55,F,Loami,IL,1213,English as a foreign language teacher,1,23,29,1,-38769814.0,76.69669780099846
shopping_pos,1025.23,M,Springfield Gardens,NY,38912,Production manager,1,14,58,0,22172019.0,8.891618842500709
kids_pets,32.88,M,Big Indian,NY,397,Psychiatrist,0,23,88,1,1847867.0,17.411894012431933
home,70.73,M,Margaretville,NY,1988,Environmental health practitioner,0,13,42,0,-21723506.0,112.05684808227981
grocery_pos,365.86,F,Huntington Beach,CA,190249,"Therapist, horticultural",1,2,43,1,24673779.0,106.77908282275156
home,230.35,F,Houston,TX,2906700,Animator,1,12,36,0,8762319.0,94.72500381734093
misc_net,959.53,F,Allentown,PA,166081,"Scientist, research (maths)",1,2,21,1,-36411837.0,126.69238278923115
shopping_net,6.28,M,Bowdoin,ME,3224,"Engineer, electronics",0,21,22,0,4992325.0,104.03019997262125
shopping_net,1015.74,F,Queenstown,MD,3862,Maintenance engineer,1,23,57,1,-3100374.0,68.56513027251141
shopping_net,6.11,F,Gadsden,AL,67082,Physiological scientist,0,10,57,0,39348538.0,62.768605171912085
misc_net,821.98,M,Garfield,KS,365,Equality and diversity officer,1,23,29,1,-1853853.0,23.41906061579112
misc_net,927.45,F,Cranks,KY,581,"Psychologist, counselling",1,23,53,1,-39742489.0,71.00885356355262
shopping_net,1151.15,M,Lawrence,MA,76383,Geoscientist,1,23,35,1,9502403.0,114.68085024092436
misc_net,829.48,M,Elizabeth,NJ,124967,Operational researcher,1,2,39,1,12973029.0,114.15620458509477
food_dining,149.42,F,Moriches,NY,3285,"Research officer, trade union",1,23,32,1,-24374905.0,120.56047087911658
misc_pos,335.0,F,Smiths Grove,KY,6841,"Therapist, sports",0,14,21,0,6617311.0,40.057907406747674
misc_net,925.99,M,Allentown,NY,239,Radio producer,1,23,64,1,10316177.0,61.12475221159282
gas_transport,59.53,M,Detroit,MI,673342,Retail manager,0,11,53,0,26568966.0,60.62561757352384
home,259.21,F,Esbon,KS,242,Tourism officer,1,12,32,0,519245.0,81.15914299239479
grocery_pos,278.29,F,Brooklyn,NY,2504700,Medical sales representative,1,1,20,1,-2977773.0,103.11881367805145
shopping_net,948.82,F,Beaver Falls,PA,28425,Podiatrist,1,23,20,1,-92625.0,84.26412928576437
shopping_pos,639.0,M,Heidelberg,MS,4573,"Exhibitions officer, museum/gallery",1,23,32,1,-1381505.0,102.3150739776229
gas_transport,9.89,F,Galatia,IL,1943,"Restaurant manager, fast food",1,1,48,1,-38612943.0,127.2540917254705
grocery_pos,349.74,F,Hudson,KS,215,Probation officer,1,3,51,1,38800446.0,7.297977496188102
shopping_pos,920.18,M,Columbia,SC,333497,Mechanical engineer,1,22,52,1,-10472199.0,93.94635451157535
food_dining,140.67,F,Michigan,ND,454,"Producer, television/film/video",1,23,47,1,-23670579.0,25.5216696882267
kids_pets,18.67,F,Munith,MI,2523,Geophysicist/field seismologist,1,18,32,0,33074338.0,81.53922928438132
misc_pos,1.18,M,West Harrison,NY,11250,Lexicographer,0,18,42,0,-30153541.0,68.99327301264454
kids_pets,6.79,M,Mallie,KY,798,Facilities manager,0,16,94,0,-5710066.0,70.74886332205016
home,39.53,F,Kansas City,MO,545147,Counsellor,0,16,32,0,24882439.0,93.43994147012727
misc_net,180.51,F,Deane,KY,230,"Conservation officer, historic buildings",0,14,22,0,16322876.0,13.709136469959937
grocery_pos,266.77,F,Lithopolis,OH,460,"Lecturer, higher education",1,0,16,1,-15516149.0,93.56413348301953
travel,4.09,M,Elizabeth,NJ,124967,Operational researcher,0,21,39,0,-185591.0,96.22847692560424
misc_net,910.69,M,Clinton,IN,10085,Hospital doctor,1,23,55,1,-23232098.0,78.05364443938927
grocery_pos,113.85,F,Westerville,NE,73,Product designer,0,5,85,1,27843066.0,27.301141791041957
grocery_pos,321.43,F,Ashford,WA,759,Video editor,1,2,63,1,3788092.0,68.56177824736764
shopping_net,936.42,M,Mineral,VA,9141,Personnel officer,1,16,82,0,-16192516.0,44.30415784781383
home,24.69,F,Sterling City,TX,1143,"Scientist, biomedical",0,18,58,0,7524217.0,49.94663598759212
kids_pets,51.83,M,Mount Saint Joseph,OH,177,Exhibition designer,0,12,46,0,-15401528.0,102.20766831904398
travel,3922.79,M,Lakeview,MI,4474,Emergency planning/management officer,0,19,44,0,27847155.0,110.43993432414709
